date,open,high,low,close,volume
2025-08-13,34.27857208251953,34.64285659790039,33.96428680419922,34.478572845458984,5861185
2025-08-14,34.2928581237793,34.35714340209961,32.42856979370117,32.43571472167969,7559990
2025-08-15,32.43571472167969,33.914283752441406,32.271427154541016,33.914283752441406,6830532
2025-08-18,34.58571243286133,36.06428527832031,33.657142639160156,35.099998474121094,8295233
2025-08-19,34.92142868041992,36.13571548461914,34.75,35.628570556640625,6843244
2025-08-20,35.35714340209961,36.0,34.82857131958008,35.52857208251953,4857258
2025-08-21,35.628570556640625,35.78571319580078,34.44285583496094,34.650001525878906,4539442
2025-08-22,34.650001525878906,34.9571418762207,34.21428680419922,34.56428527832031,4557687
2025-08-25,35.0,35.07857131958008,34.157142639160156,34.89285659790039,5868933
2025-08-26,34.89285659790039,35.25,34.400001525878906,34.89285659790039,4815175
2025-08-27,34.81428527832031,35.342857360839844,33.35714340209961,33.42856979370117,6269075
2025-08-28,33.4571418762207,36.06428527832031,33.4571418762207,35.70000076293945,10137635
2025-08-29,35.849998474121094,36.07142639160156,34.85714340209961,35.235713958740234,6200105
2025-09-01,35.42856979370117,35.47142791748047,34.07857131958008,34.75714111328125,6066340
2025-09-02,34.67142868041992,34.985713958740234,32.45000076293945,33.32142639160156,5579673
2025-09-03,33.39285659790039,33.49285888671875,31.64285659790039,31.742856979370117,4123187
2025-09-04,31.742856979370117,32.71428680419922,30.178571701049805,30.700000762939453,3956751
2025-09-05,31.292856216430664,33.39285659790039,30.75,32.92856979370117,5707849
2025-09-08,32.985713958740234,33.014286041259766,31.97142791748047,32.592857360839844,3988229
2025-09-09,32.271427154541016,32.599998474121094,31.64285659790039,31.700000762939453,2843820
2025-09-10,31.700000762939453,32.85714340209961,31.700000762939453,32.35714340209961,3199047
2025-09-11,32.32857131958008,35.5,32.31428527832031,35.42856979370117,9692186
2025-09-12,35.21428680419922,35.22142791748047,34.36428451538086,34.42856979370117,6541442
2025-09-15,34.485713958740234,34.79999923706055,33.8071403503418,34.28571319580078,3687208
2025-09-16,34.00714111328125,34.771427154541016,33.94285583496094,34.57142639160156,3585332
2025-09-17,34.907142639160156,35.43571472167969,34.378570556640625,34.70000076293945,4469360
2025-09-18,35.0,35.25714111328125,33.57142639160156,33.99285888671875,5036192
2025-09-19,34.10714340209961,34.478572845458984,33.264286041259766,33.42856979370117,3290126
2025-09-22,33.3071403503418,33.67856979370117,32.95000076293945,33.42142868041992,2536871
2025-09-23,33.735713958740234,34.228572845458984,31.950000762939453,32.771427154541016,4197754
2025-09-24,32.657142639160156,33.014286041259766,32.021427154541016,32.842857360839844,2740528
2025-09-25,32.842857360839844,32.95000076293945,32.157142639160156,32.164283752441406,3148023
2025-09-26,32.128570556640625,32.128570556640625,31.071428298950195,31.071428298950195,3162460
2025-09-29,31.214284896850586,31.571428298950195,30.75,31.25714111328125,2470120
2025-09-30,31.407142639160156,31.678571701049805,30.985713958740234,31.03571319580078,2552760
2025-10-09,31.207141876220703,31.742856979370117,31.0,31.042856216430664,3124380
2025-10-10,31.03571319580078,31.14285659790039,30.28571319580078,30.41428565979004,2726080
