date,open,high,low,close,volume
2025-04-24,33.25,33.36000061035156,32.5,32.529998779296875,8765100
2025-04-25,32.619998931884766,34.79999923706055,32.619998931884766,33.83000183105469,17449719
2025-04-28,33.709999084472656,33.7599983215332,32.869998931884766,32.91999816894531,9130543
2025-04-29,33.310001373291016,33.52000045776367,32.650001525878906,33.290000915527344,7678442
2025-04-30,32.9900016784668,34.40999984741211,32.709999084472656,33.790000915527344,13622736
2025-05-06,34.15999984741211,34.7400016784668,33.9900016784668,34.70000076293945,11995600
2025-05-07,35.20000076293945,35.349998474121094,34.34000015258789,34.61000061035156,10510840
2025-05-08,34.61000061035156,38.06999969482422,34.599998474121094,38.06999969482422,39531828
2025-05-09,37.599998474121094,40.349998474121094,37.310001373291016,38.9900016784668,50173682
2025-05-12,41.0,42.68000030517578,40.22999954223633,41.61000061035156,52382565
2025-05-13,42.68000030517578,43.599998474121094,41.630001068115234,41.95000076293945,43879721
2025-05-14,41.11000061035156,42.4900016784668,39.52000045776367,39.91999816894531,56271611
2025-05-15,40.5,40.5,38.5099983215332,39.18000030517578,20820304
2025-05-16,39.0,41.540000915527344,38.880001068115234,40.18000030517578,29998400
2025-05-19,40.5,40.79999923706055,38.689998626708984,39.15999984741211,14208879
2025-05-20,38.90999984741211,39.45000076293945,38.2400016784668,38.9900016784668,10462600
2025-05-21,39.15999984741211,39.15999984741211,37.439998626708984,38.31999969482422,16425801
2025-05-22,38.0,38.779998779296875,37.880001068115234,37.95000076293945,12086752
2025-05-23,37.47999954223633,37.65999984741211,36.56999969482422,36.59000015258789,12134800
2025-05-26,36.59000015258789,37.66999816894531,36.130001068115234,36.81999969482422,11766086
2025-05-27,36.650001525878906,36.650001525878906,35.220001220703125,35.4900016784668,11422460
2025-05-28,35.5,38.650001525878906,35.5,37.61000061035156,32230275
2025-05-29,37.099998474121094,38.459999084472656,37.099998474121094,37.41999816894531,25632801
2025-05-30,37.66999816894531,37.68000030517578,36.150001525878906,36.47999954223633,12605600
2025-06-03,35.91999816894531,36.54999923706055,35.689998626708984,36.08000183105469,9505400
2025-06-04,36.5,38.88999938964844,36.29999923706055,38.029998779296875,28121000
2025-06-05,38.029998779296875,41.83000183105469,37.369998931884766,41.83000183105469,48854100
2025-06-06,41.83000183105469,45.95000076293945,41.099998474121094,45.11000061035156,71133486
2025-06-09,45.099998474121094,45.54999923706055,44.02000045776367,44.43000030517578,49295315
2025-06-10,44.880001068115234,44.900001525878906,43.20000076293945,44.099998474121094,30476218
2025-06-11,44.439998626708984,44.869998931884766,43.59000015258789,43.70000076293945,24131237
2025-06-12,43.0,47.29999923706055,42.70000076293945,45.04999923706055,47961879
2025-06-13,45.040000915527344,46.4900016784668,44.08000183105469,44.91999816894531,31767500
2025-06-16,44.439998626708984,47.97999954223633,44.439998626708984,46.16999816894531,32119153
2025-06-17,46.189998626708984,46.5,44.20000076293945,45.20000076293945,23741600
2025-06-18,45.400001525878906,47.779998779296875,44.79999923706055,47.20000076293945,44499141
2025-06-19,46.9900016784668,48.97999954223633,46.63999938964844,46.75,40509419
2025-06-20,46.84000015258789,47.119998931884766,44.15999984741211,45.119998931884766,31780658
2025-06-23,44.86000061035156,48.63999938964844,44.86000061035156,47.150001525878906,43453615
2025-06-24,47.68000030517578,48.150001525878906,45.810001373291016,46.2599983215332,28458493
