date,nav,change_pct
2023-06-29,0.7898,1.07
2023-06-30,0.8098,2.53
2023-07-03,0.8159,0.75
2023-07-04,0.8189,0.37
2023-07-05,0.8142,-0.57
2023-07-06,0.8053,-1.09
2023-07-07,0.7969,-1.04
2023-07-10,0.8011,0.53
2023-07-11,0.8067,0.7
2023-07-12,0.7951,-1.44
2023-07-13,0.7999,0.6
2023-07-14,0.7993,-0.08
2023-07-17,0.7987,-0.08
2023-07-18,0.8001,0.18
2023-07-19,0.7946,-0.69
2023-07-20,0.7821,-1.57
2023-07-21,0.7753,-0.87
2023-07-24,0.7824,0.92
2023-07-25,0.7839,0.19
2023-07-26,0.7789,-0.64
2023-07-27,0.7691,-1.26
2023-07-28,0.7622,-0.9
2023-07-31,0.7588,-0.45
2023-08-01,0.7597,0.12
2023-08-02,0.7571,-0.34
2023-08-03,0.7584,0.17
2023-08-04,0.7624,0.53
2023-08-07,0.7612,-0.16
2023-08-08,0.7573,-0.51
2023-08-09,0.7503,-0.92
2023-08-10,0.7501,-0.03
2023-08-11,0.7414,-1.16
2023-08-14,0.7396,-0.24
2023-08-15,0.7305,-1.23
2023-08-16,0.7197,-1.48
2023-08-17,0.7378,2.51
2023-08-18,0.7265,-1.53
2023-08-21,0.7172,-1.28
2023-08-22,0.7285,1.58
2023-08-23,0.7088,-2.7
2023-08-24,0.7137,0.69
2023-08-25,0.6919,-3.05
2023-08-28,0.6894,-0.36
2023-08-29,0.7206,4.53
2023-08-30,0.7483,3.84
2023-08-31,0.7416,-0.9
2023-09-01,0.7389,-0.36
2023-09-04,0.7501,1.52
2023-09-05,0.7536,0.47
2023-09-06,0.776,2.97
2023-09-07,0.7618,-1.83
2023-09-08,0.8033,5.45
2023-09-11,0.7855,-2.22
2023-09-12,0.7799,-0.71
2023-09-13,0.7666,-1.71
2023-09-14,0.7624,-0.55
2023-09-15,0.7551,-0.96
2023-09-18,0.7485,-0.87
2023-09-19,0.7335,-2.0
2023-09-20,0.7259,-1.04
2023-09-21,0.7269,0.14
2023-09-22,0.7395,1.73
2023-09-25,0.7355,-0.54
2023-09-26,0.7278,-1.05
2023-09-27,0.7284,0.08
2023-09-28,0.7454,2.33
2023-10-09,0.7586,1.77
2023-10-10,0.7609,0.3
2023-10-11,0.7759,1.97
2023-10-12,0.7664,-1.22
2023-10-13,0.7756,1.2
2023-10-16,0.7665,-1.17
2023-10-17,0.7858,2.52
2023-10-18,0.7728,-1.65
2023-10-19,0.7768,0.52
2023-10-20,0.7473,-3.8
2023-10-23,0.7632,2.13
2023-10-24,0.7666,0.45
2023-10-25,0.7776,1.43
2023-10-26,0.7973,2.53
2023-10-27,0.7919,-0.68
2023-10-30,0.8192,3.45
2023-10-31,0.8086,-1.29
2023-11-01,0.8093,0.09
2023-11-02,0.7748,-4.26
2023-11-03,0.7982,3.02
2023-11-06,0.8133,1.89
2023-11-07,0.8222,1.09
2023-11-08,0.8203,-0.23
2023-11-09,0.8082,-1.48
2023-11-10,0.8194,1.39
2023-11-13,0.8461,3.26
2023-11-14,0.8498,0.44
2023-11-15,0.8511,0.15
2023-11-16,0.8405,-1.25
2023-11-17,0.8417,0.14
2023-11-20,0.8573,1.85
2023-11-21,0.8369,-2.38
2023-11-22,0.8208,-1.92
2023-11-23,0.8276,0.83
2023-11-24,0.8082,-2.34
2023-11-27,0.8117,0.43
2023-11-28,0.8151,0.42
2023-11-29,0.8122,-0.36
2023-11-30,0.8043,-0.97
2023-12-01,0.8095,0.65
2023-12-04,0.8089,-0.07
2023-12-05,0.7826,-3.25
2023-12-06,0.7799,-0.35
2023-12-07,0.7804,0.06
2023-12-08,0.7825,0.27
2023-12-11,0.7947,1.56
2023-12-12,0.7963,0.2
2023-12-13,0.7938,-0.31
2023-12-14,0.7837,-1.27
2023-12-15,0.7756,-1.03
2023-12-18,0.7582,-2.24
2023-12-19,0.7557,-0.33
2023-12-20,0.7386,-2.26
2023-12-21,0.7439,0.72
2023-12-22,0.7452,0.17
2023-12-25,0.7505,0.71
2023-12-26,0.7348,-2.09
2023-12-27,0.7407,0.8
2023-12-28,0.7522,1.55
2023-12-29,0.7693,2.27
2023-12-31,0.7693,0.0
2024-01-02,0.7644,-0.64
2024-01-03,0.7476,-2.2
2024-01-04,0.7397,-1.06
2024-01-05,0.717,-3.07
2024-01-08,0.6951,-3.05
2024-01-09,0.6913,-0.55
2024-01-10,0.6812,-1.46
2024-01-11,0.6961,2.19
2024-01-12,0.6922,-0.56
2024-01-15,0.6838,-1.21
2024-01-16,0.6755,-1.21
2024-01-17,0.6548,-3.06
2024-01-18,0.6581,0.5
2024-01-19,0.6447,-2.04
2024-01-22,0.605,-6.16
2024-01-23,0.61,0.83
2024-01-24,0.615,0.82
2024-01-25,0.6399,4.05
2024-01-26,0.6236,-2.55
2024-01-29,0.6047,-3.03
2024-01-30,0.5867,-2.98
2024-01-31,0.5565,-5.15
2024-02-01,0.5565,0.0
2024-02-02,0.53,-4.76
2024-02-05,0.4965,-6.32
2024-02-06,0.5316,7.07
2024-02-07,0.5543,4.27
2024-02-08,0.5821,5.02
2024-02-19,0.5805,-0.27
2024-02-20,0.5895,1.55
2024-02-21,0.5904,0.15
2024-02-22,0.6058,2.61
2024-02-23,0.6211,2.53
2024-02-26,0.627,0.95
2024-02-27,0.662,5.58
2024-02-28,0.6422,-2.99
2024-02-29,0.6621,3.1
2024-03-01,0.674,1.8
2024-03-04,0.6765,0.37
2024-03-05,0.671,-0.81
2024-03-06,0.6707,-0.04
2024-03-07,0.6554,-2.28
2024-03-08,0.6744,2.9
2024-03-11,0.6782,0.56
2024-03-12,0.6862,1.18
2024-03-13,0.6926,0.93
2024-03-14,0.6817,-1.57
2024-03-15,0.6884,0.98
2024-03-18,0.7017,1.93
2024-03-19,0.7044,0.38
2024-03-20,0.7069,0.35
2024-03-21,0.7081,0.17
2024-03-22,0.6913,-2.37
2024-03-25,0.6696,-3.14
2024-03-26,0.6636,-0.9
2024-03-27,0.6292,-5.18
2024-03-28,0.6647,5.64
2024-03-29,0.6819,2.59
2024-04-01,0.6885,0.97
2024-04-02,0.6784,-1.47
2024-04-03,0.6651,-1.96
2024-04-08,0.6403,-3.73
2024-04-09,0.643,0.42
2024-04-10,0.6258,-2.67
2024-04-11,0.6164,-1.5
2024-04-12,0.613,-0.55
2024-04-15,0.6066,-1.04
2024-04-16,0.5735,-5.46
2024-04-17,0.6039,5.3
2024-04-18,0.607,0.51
2024-04-19,0.6071,0.02
2024-04-22,0.6162,1.5
2024-04-23,0.6106,-0.91
2024-04-24,0.6309,3.32
2024-04-25,0.6183,-2.0
2024-04-26,0.6288,1.7
2024-04-29,0.638,1.46
2024-04-30,0.6258,-1.91
2024-05-06,0.6326,1.09
2024-05-07,0.6595,4.25
2024-05-08,0.6494,-1.53
2024-05-09,0.6548,0.83
2024-05-10,0.6455,-1.42
2024-05-13,0.6274,-2.8
2024-05-14,0.6234,-0.64
2024-05-15,0.6208,-0.42
2024-05-16,0.6206,-0.03
2024-05-17,0.6326,1.93
2024-05-20,0.6427,1.6
2024-05-21,0.6365,-0.96
2024-05-22,0.6401,0.57
2024-05-23,0.6243,-2.47
2024-05-24,0.6031,-3.4
2024-05-27,0.6052,0.35
2024-05-28,0.6117,1.07
2024-05-29,0.6077,-0.65
2024-05-30,0.6249,2.83
2024-05-31,0.6494,3.92
2024-06-03,0.64,-1.45
2024-06-04,0.632,-1.25
2024-06-05,0.6283,-0.59
2024-06-06,0.6041,-3.85
2024-06-07,0.5986,-0.91
2024-06-11,0.6189,3.39
2024-06-12,0.6196,0.11
2024-06-13,0.6256,0.97
2024-06-14,0.6183,-1.17
2024-06-17,0.6195,0.19
2024-06-18,0.6302,1.73
2024-06-19,0.6244,-0.92
2024-06-20,0.6098,-2.34
2024-06-21,0.6051,-0.77
2024-06-24,0.5811,-3.97
2024-06-25,0.5718,-1.6
2024-06-26,0.5907,3.31
2024-06-27,0.5771,-2.3
2024-06-28,0.5915,2.5
2024-06-30,0.5914,-0.02
2024-07-01,0.5857,-0.96
2024-07-02,0.5775,-1.4
2024-07-03,0.5676,-1.71
2024-07-04,0.5522,-2.71
2024-07-05,0.5559,0.67
2024-07-08,0.5403,-2.81
2024-07-09,0.5558,2.87
2024-07-10,0.5553,-0.09
2024-07-11,0.5658,1.89
2024-07-12,0.5601,-1.01
2024-07-15,0.5567,-0.61
2024-07-16,0.5615,0.86
2024-07-17,0.5488,-2.26
2024-07-18,0.5491,0.05
2024-07-19,0.5586,1.73
2024-07-22,0.5714,2.29
2024-07-23,0.5557,-2.75
2024-07-24,0.5584,0.49
2024-07-25,0.5585,0.02
2024-07-26,0.5807,3.97
2024-07-29,0.58,-0.12
2024-07-30,0.5896,1.66
2024-07-31,0.6,1.76
2024-08-01,0.6088,1.47
2024-08-02,0.5993,-1.56
2024-08-05,0.5698,-4.92
2024-08-06,0.5831,2.33
2024-08-07,0.6039,3.57
2024-08-08,0.5787,-4.17
2024-08-09,0.5702,-1.47
2024-08-12,0.5585,-2.05
2024-08-13,0.5641,1.0
2024-08-14,0.557,-1.26
2024-08-15,0.5573,0.05
2024-08-16,0.5494,-1.42
2024-08-19,0.5484,-0.18
2024-08-20,0.5409,-1.37
2024-08-21,0.5358,-0.94
2024-08-22,0.5327,-0.58
2024-08-23,0.5295,-0.6
2024-08-26,0.5274,-0.4
2024-08-27,0.5164,-2.09
2024-08-28,0.5193,0.56
2024-08-29,0.5312,2.29
2024-08-30,0.5418,2.0
2024-09-02,0.5237,-3.34
2024-09-03,0.531,1.39
2024-09-04,0.5293,-0.32
2024-09-05,0.536,1.27
2024-09-06,0.5235,-2.33
2024-09-09,0.5195,-0.76
2024-09-10,0.5252,1.1
2024-09-11,0.5221,-0.59
2024-09-12,0.5191,-0.57
2024-09-13,0.5105,-1.66
2024-09-18,0.5096,-0.18
2024-09-19,0.5188,1.81
2024-09-20,0.5157,-0.6
2024-09-23,0.5188,0.6
2024-09-24,0.5333,2.79
2024-09-25,0.539,1.07
2024-09-26,0.5549,2.95
2024-09-27,0.5859,5.59
2024-09-30,0.6564,12.03
2024-10-08,0.7413,12.93
2024-10-09,0.6755,-8.88
2024-10-10,0.6731,-0.36
2024-10-11,0.6345,-5.73
2024-10-14,0.667,5.12
2024-10-15,0.6617,-0.79
2024-10-16,0.6557,-0.91
2024-10-17,0.665,1.42
2024-10-18,0.6987,5.07
2024-10-21,0.7428,6.31
2024-10-22,0.7303,-1.68
2024-10-23,0.7441,1.89
2024-10-24,0.7276,-2.22
2024-10-25,0.7387,1.53
2024-10-28,0.7377,-0.14
2024-10-29,0.7288,-1.21
2024-10-30,0.7216,-0.99
2024-10-31,0.732,1.44
2024-11-01,0.7012,-4.21
2024-11-04,0.7276,3.76
2024-11-05,0.7738,6.35
2024-11-06,0.7825,1.12
2024-11-07,0.7898,0.93
2024-11-08,0.8341,5.61
2024-11-11,0.8692,4.21
2024-11-12,0.8425,-3.07
2024-11-13,0.8444,0.23
2024-11-14,0.8118,-3.86
2024-11-15,0.7848,-3.33
2024-11-18,0.7675,-2.2
2024-11-19,0.7878,2.64
2024-11-20,0.8085,2.63
2024-11-21,0.8089,0.05
2024-11-22,0.7688,-4.96
2024-11-25,0.7669,-0.25
2024-11-26,0.7564,-1.37
2024-11-27,0.8022,6.05
2024-11-28,0.7875,-1.83
2024-11-29,0.8049,2.21
2024-12-02,0.815,1.25
2024-12-03,0.8016,-1.64
2024-12-04,0.788,-1.7
2024-12-05,0.8044,2.08
2024-12-06,0.806,0.2
2024-12-09,0.7955,-1.3
2024-12-10,0.8274,4.01
2024-12-11,0.8334,0.73
2024-12-12,0.844,1.27
2024-12-13,0.8194,-2.91
2024-12-16,0.8001,-2.36
2024-12-17,0.7671,-4.12
2024-12-18,0.7779,1.41
2024-12-19,0.7796,0.22
2024-12-20,0.7898,1.31
2024-12-23,0.7623,-3.48
2024-12-24,0.7653,0.39
2024-12-25,0.7522,-1.71
2024-12-26,0.7642,1.6
2024-12-27,0.7627,-0.2
2024-12-30,0.7591,-0.47
2024-12-31,0.7342,-3.28
2025-01-02,0.7122,-3.0
2025-01-03,0.6872,-3.51
2025-01-06,0.681,-0.9
2025-01-07,0.6915,1.54
2025-01-08,0.6873,-0.61
2025-01-09,0.6974,1.47
2025-01-10,0.6842,-1.89
2025-01-13,0.6923,1.18
2025-01-14,0.7238,4.55
2025-01-15,0.7118,-1.66
2025-01-16,0.7121,0.04
2025-01-17,0.7196,1.05
2025-01-20,0.7236,0.56
2025-01-21,0.7315,1.09
2025-01-22,0.7201,-1.56
2025-01-23,0.7145,-0.78
2025-01-24,0.7292,2.06
2025-01-27,0.7195,-1.33
2025-02-05,0.7287,1.28
2025-02-06,0.7627,4.67
2025-02-07,0.7697,0.92
2025-02-10,0.7776,1.03
2025-02-11,0.7756,-0.26
2025-02-12,0.7814,0.75
2025-02-13,0.7629,-2.37
2025-02-14,0.7625,-0.05
2025-02-17,0.7655,0.39
2025-02-18,0.7426,-2.99
2025-02-19,0.7618,2.59
2025-02-20,0.7827,2.74
2025-02-21,0.7911,1.07
2025-02-24,0.7956,0.57
2025-02-25,0.804,1.06
2025-02-26,0.8073,0.41
2025-02-27,0.7946,-1.57
2025-02-28,0.7597,-4.39
2025-03-03,0.761,0.17
2025-03-04,0.7828,2.86
2025-03-05,0.8063,3.0
2025-03-06,0.8216,1.9
2025-03-07,0.8246,0.37
2025-03-10,0.8261,0.18
2025-03-11,0.8388,1.54
2025-03-12,0.8332,-0.67
2025-03-13,0.823,-1.22
2025-03-14,0.827,0.49
2025-03-17,0.8232,-0.46
2025-03-18,0.8194,-0.46
2025-03-19,0.8131,-0.77
2025-03-20,0.8189,0.71
2025-03-21,0.8081,-1.32
2025-03-24,0.7895,-2.3
2025-03-25,0.7889,-0.08
2025-03-26,0.7888,-0.01
2025-03-27,0.7864,-0.3
2025-03-28,0.7775,-1.13
2025-03-31,0.7732,-0.55
2025-04-01,0.7837,1.36
2025-04-02,0.7846,0.11
2025-04-03,0.7777,-0.88
2025-04-07,0.6897,-11.32
2025-04-08,0.7002,1.52
2025-04-09,0.7392,5.57
2025-04-10,0.7491,1.34
2025-04-11,0.766,2.26
2025-04-14,0.7626,-0.44
2025-04-15,0.7519,-1.4
2025-04-16,0.7417,-1.36
2025-04-17,0.7377,-0.54
2025-04-18,0.7389,0.16
2025-04-21,0.7496,1.45
2025-04-22,0.746,-0.48
2025-04-23,0.7489,0.39
2025-04-24,0.7424,-0.87
2025-04-25,0.7404,-0.27
2025-04-28,0.7334,-0.95
2025-04-29,0.7369,0.48
2025-04-30,0.7451,1.11
2025-05-06,0.7635,2.47
2025-05-07,0.7744,1.43
2025-05-08,0.7835,1.18
2025-05-09,0.7721,-1.46
2025-05-12,0.7957,3.06
2025-05-13,0.7773,-2.31
2025-05-14,0.7694,-1.02
2025-05-15,0.7539,-2.01
2025-05-16,0.7527,-0.16
2025-05-19,0.7615,1.17
2025-05-20,0.7609,-0.08
2025-05-21,0.7598,-0.14
2025-05-22,0.7537,-0.8
2025-05-23,0.7403,-1.78
2025-05-26,0.7481,1.05
2025-05-27,0.7507,0.35
2025-05-28,0.7463,-0.59
2025-05-29,0.7612,2.0
2025-05-30,0.7592,-0.26
2025-06-03,0.7632,0.53
2025-06-04,0.7616,-0.21
2025-06-05,0.7745,1.69
2025-06-06,0.7713,-0.41
2025-06-09,0.7735,0.29
2025-06-10,0.7682,-0.69
2025-06-11,0.767,-0.16
2025-06-12,0.7585,-1.11
2025-06-13,0.7564,-0.28
2025-06-16,0.76,0.48
2025-06-17,0.76,0.0
2025-06-18,0.7632,0.42
2025-06-19,0.7512,-1.57
2025-06-20,0.7414,-1.3
2025-06-23,0.7543,1.74
2025-06-24,0.7651,1.43
2025-06-25,0.7826,2.29
2025-06-26,0.7831,0.06
2025-06-27,0.7876,0.57
2025-06-30,0.8095,2.78
2025-07-01,0.8028,-0.83
2025-07-02,0.7883,-1.81
2025-07-03,0.8018,1.71
2025-07-04,0.7873,-1.81
2025-07-07,0.7889,0.2
2025-07-08,0.8005,1.47
2025-07-09,0.7898,-1.34
2025-07-10,0.7848,-0.63
2025-07-11,0.7864,0.2
2025-07-14,0.7849,-0.19
2025-07-15,0.7791,-0.74
2025-07-16,0.7796,0.06
2025-07-17,0.7944,1.9
2025-07-18,0.7948,0.05
2025-07-21,0.7954,0.08
2025-07-22,0.7954,0.0
2025-07-23,0.7946,-0.1
2025-07-24,0.803,1.06
2025-07-25,0.8069,0.49
2025-07-28,0.8289,2.73
2025-07-29,0.8337,0.58
2025-07-30,0.8282,-0.66
2025-07-31,0.8242,-0.48
2025-08-01,0.8231,-0.13
2025-08-04,0.8539,3.74
2025-08-05,0.8644,1.23
2025-08-06,0.8785,1.63
2025-08-07,0.8866,0.92
2025-08-08,0.9002,1.53
2025-08-11,0.9125,1.37
2025-08-12,0.8932,-2.12
2025-08-13,0.9039,1.2
2025-08-14,0.8775,-2.92
2025-08-15,0.8945,1.94
2025-08-18,0.902,0.84
2025-08-19,0.9019,-0.01
2025-08-20,0.9064,0.5
2025-08-21,0.8936,-1.41
2025-08-22,0.9109,1.94
2025-08-25,0.9468,3.94
2025-08-26,0.9411,-0.6
2025-08-27,0.9245,-1.76
2025-08-28,0.9559,3.4
2025-08-29,0.9621,0.65
2025-09-01,0.949,-1.36
2025-09-02,0.9144,-3.65
2025-09-03,0.8778,-4.0
2025-09-04,0.8497,-3.2
2025-09-05,0.869,2.27
2025-09-08,0.9037,3.99
2025-09-09,0.8799,-2.63
2025-09-10,0.8876,0.88
2025-09-11,0.9105,2.58
2025-09-12,0.9022,-0.91
2025-09-15,0.8888,-1.49
2025-09-16,0.8992,1.17
2025-09-17,0.9022,0.33
2025-09-18,0.8917,-1.16
2025-09-19,0.885,-0.75
2025-09-22,0.8864,0.16
2025-09-23,0.8752,-1.26
2025-09-24,0.8888,1.55
2025-09-25,0.8914,0.29
2025-09-26,0.8799,-1.29
2025-09-29,0.8892,1.06
2025-09-30,0.9109,2.44
2025-10-09,0.9204,1.04
2025-10-10,0.899,-2.33
2025-10-13,0.9052,0.69
2025-10-14,0.8874,-1.97
2025-10-15,0.9029,1.75
2025-10-16,0.8832,-2.18
2025-10-17,0.8554,-3.15
2025-10-20,0.8715,1.88
2025-10-21,0.8783,0.78
2025-10-22,0.8649,-1.53
2025-10-23,0.8554,-1.1
2025-10-24,0.8972,4.89
2025-10-27,0.9139,1.86
2025-10-28,0.9186,0.51
2025-10-29,0.9265,0.86
2025-10-30,0.924,-0.27
2025-10-31,0.9043,-2.13
2025-11-03,0.9238,2.16
2025-11-04,0.9018,-2.38
2025-11-05,0.8978,-0.44
2025-11-06,0.9007,0.32
2025-11-07,0.9277,3.0
2025-11-10,0.9356,0.85
2025-11-11,0.9179,-1.89
2025-11-12,0.9346,1.82
2025-11-13,0.9421,0.8
2025-11-14,0.9233,-2.0
2025-11-17,0.9309,0.82
2025-11-18,0.9138,-1.84
2025-11-19,0.8968,-1.86
2025-11-20,0.9052,0.94
2025-11-21,0.8753,-3.3
2025-11-24,0.9198,5.08
2025-11-25,0.9391,2.1
2025-11-26,0.9294,-1.03
2025-11-27,0.9359,0.7
2025-11-28,0.9624,2.83
2025-12-01,0.9757,1.38
2025-12-02,0.9755,-0.02
2025-12-03,0.9656,-1.01
2025-12-04,0.9877,2.29
2025-12-05,1.0356,4.85
2025-12-08,1.0442,0.83
2025-12-09,1.0536,0.9
2025-12-10,1.0676,1.33
2025-12-11,1.0904,2.14
2025-12-12,1.1197,2.69
2025-12-15,1.1484,2.56
2025-12-16,1.1467,-0.15
2025-12-17,1.1318,-1.3
2025-12-18,1.1707,3.44
2025-12-19,1.1757,0.43
2025-12-22,1.1767,0.09
2025-12-23,1.1221,-4.64
2025-12-24,1.2025,7.17
2025-12-25,1.2915,7.4
2025-12-26,1.3381,3.61
2025-12-29,1.3633,1.88
2025-12-30,1.3362,-1.99
2025-12-31,1.4234,6.53
2026-01-05,1.4367,0.93
2026-01-06,1.4964,4.16
2026-01-07,1.4887,-0.51
2026-01-08,1.5571,4.59
2026-01-09,1.6309,4.74
2026-01-12,1.7641,8.17
2026-01-13,1.7055,-3.32
2026-01-14,1.7167,0.66
2026-01-15,1.597,-6.97
2026-01-16,1.6058,0.55
2026-01-19,1.6219,1.0
2026-01-20,1.5469,-4.62
2026-01-21,1.5189,-1.81
2026-01-22,1.5808,4.08
2026-01-23,1.729,9.38
2026-01-26,1.6343,-5.48
2026-01-27,1.6366,0.14
2026-01-28,1.6162,-1.25
2026-01-29,1.5947,-1.33
2026-01-30,1.5717,-1.44
2026-02-02,1.5577,-0.89
2026-02-03,1.6227,4.17
2026-02-04,1.6005,-1.37
2026-02-05,1.5656,-2.18
2026-02-06,1.5575,-0.52
2026-02-09,1.5827,1.62
2026-02-10,1.5554,-1.72
2026-02-11,1.5353,-1.29
2026-02-12,1.5332,-0.14
2026-02-13,1.5111,-1.44
2026-02-24,1.5024,-0.58
2026-02-25,1.5276,1.68
2026-02-26,1.544,1.07
2026-02-27,1.5635,1.26
2026-03-02,1.582,1.18
