date,open,high,low,close,volume
2025-04-24,24.579999923706055,24.959999084472656,24.149999618530273,24.43000030517578,53456974
2025-04-25,24.450000762939453,25.790000915527344,24.360000610351562,25.280000686645508,70113666
2025-04-28,25.010000228881836,25.489999771118164,24.8799991607666,25.0,35197325
2025-04-29,24.84000015258789,25.329999923706055,24.469999313354492,24.889999389648438,35437860
2025-04-30,25.079999923706055,26.290000915527344,25.010000228881836,25.8799991607666,56380672
2025-05-06,25.979999542236328,27.350000381469727,25.799999237060547,27.299999237060547,58363172
2025-05-07,27.809999465942383,27.809999465942383,26.219999313354492,26.709999084472656,81445685
2025-05-08,26.610000610351562,28.25,26.540000915527344,27.790000915527344,73047525
2025-05-09,27.790000915527344,27.790000915527344,26.65999984741211,27.06999969482422,48927929
2025-05-12,28.559999465942383,28.75,27.860000610351562,28.709999084472656,87957796
2025-05-13,29.399999618530273,29.420000076293945,28.31999969482422,28.489999771118164,76791437
2025-05-14,28.5,29.549999237060547,28.0,28.450000762939453,67153784
2025-05-15,28.170000076293945,28.489999771118164,27.600000381469727,27.600000381469727,44416189
2025-05-16,27.399999618530273,28.149999618530273,27.280000686645508,27.739999771118164,33828807
2025-05-19,27.93000030517578,28.0,27.270000457763672,27.799999237060547,31947729
2025-05-20,27.719999313354492,29.0,27.469999313354492,28.6299991607666,56579498
2025-05-21,28.530000686645508,29.65999984741211,28.15999984741211,29.479999542236328,63062353
2025-05-22,29.3799991607666,30.1200008392334,28.940000534057617,29.1200008392334,56063420
2025-05-23,28.719999313354492,28.729999542236328,28.100000381469727,28.5,49298932
2025-05-26,27.799999237060547,28.56999969482422,27.5,28.329999923706055,36725605
2025-05-27,28.260000228881836,28.399999618530273,27.799999237060547,28.18000030517578,32038334
2025-05-28,28.170000076293945,28.8700008392334,27.899999618530273,27.920000076293945,34070403
2025-05-29,28.299999237060547,29.079999923706055,28.299999237060547,28.700000762939453,59052225
2025-05-30,28.399999618530273,28.5,27.3700008392334,28.15999984741211,45569350
2025-06-03,27.75,28.790000915527344,27.610000610351562,28.450000762939453,37880429
2025-06-04,28.600000381469727,30.329999923706055,28.600000381469727,29.899999618530273,71411078
2025-06-05,30.280000686645508,31.420000076293945,29.520000457763672,31.100000381469727,75414433
2025-06-06,30.950000762939453,31.299999237060547,30.65999984741211,31.139999389648438,37732803
